State,District,state_code,district_code,censuscode,earliest_block_date,Age,Total_HHs_Mob,Total_SHGs,RF_Eligible,RF_Provided_Num,RF_Amt,CIF_Provided_Num,CIF_Amt,Total_CIS
KARNATAKA,YADGIR,15,1530,580,01-03-2016,2.1,2148.0,151.0,13.0,2.0,0.0,0.0,2.0,2.0
KERALA,ALAPPUZHA,16,1611,598,21-03-2013,5.1,273575.0,18054.0,17917.0,19.6,112.0,47.8,67.4,179.4
KERALA,ERNAKULAM,16,1608,595,21-03-2013,5.1,257694.0,18208.0,16471.0,90.0,218.0,70.8,160.8,378.8
KERALA,IDUKKI,16,1609,596,17-08-2012,5.7,163885.0,12149.0,12191.0,10.2,177.0,88.5,98.7,275.7
KERALA,KANNUR,16,1602,589,21-03-2013,5.1,289847.0,17599.0,17504.0,12.9,66.0,32.0,44.9,110.9
KERALA,KASARGODE,16,1601,588,21-03-2013,5.1,161941.0,9752.0,9380.0,51.3,80.0,40.0,91.3,171.3
KERALA,KOLLAM,16,1613,600,21-03-2013,5.1,282460.0,20777.0,20064.0,58.8,170.0,85.5,144.3,314.3
KERALA,KOTTAYAM,16,1610,597,21-03-2013,5.1,215367.0,13972.0,13888.0,62.0,183.0,82.5,144.5,327.5
KERALA,KOZHIKKODE,16,1604,591,21-03-2013,5.1,385802.0,23403.0,23361.0,30.1,167.0,79.0,109.1,276.1
KERALA,MALAPPURAM,16,1605,592,21-03-2013,5.1,367053.0,22570.0,22004.0,17.1,190.0,89.2,106.3,296.3
KERALA,PALAKKAD,16,1606,593,21-03-2013,5.1,271601.0,19751.0,19693.0,37.3,162.0,80.0,117.3,279.3
KERALA,PATHANAMTHITTA,16,1612,599,21-03-2013,5.1,146445.0,9460.0,9307.0,73.7,207.0,103.5,177.2,384.2
KERALA,THIRUVANANTHAPURAM,16,1614,601,21-03-2013,5.1,367817.0,23617.0,23432.0,43.9,109.0,54.5,98.4,207.4
KERALA,THRISSUR,16,1607,594,21-03-2013,5.1,326717.0,21035.0,20963.0,19.4,268.0,134.5,153.9,421.9
KERALA,WAYANAD,16,1603,590,21-03-2013,5.1,118057.0,9428.0,9524.0,8.6,98.0,49.0,57.6,155.6
MADHYA PRADESH,ALIRAJPUR,17,1749,465,01-07-2014,3.8,63500.0,5646.0,4404.0,525.9,2657.0,1806.8,2332.7,4989.7
MADHYA PRADESH,ANUPPUR,17,1746,461,10-05-2012,5.9,76291.0,6458.0,5179.0,632.2,2957.0,1977.6,2609.8,5566.8
MADHYA PRADESH,ASHOK NAGAR,17,1748,459,01-11-2017,0.5,9762.0,843.0,92.0,0.0,0.0,0.0,0.0,0.0
MADHYA PRADESH,BALAGHAT,17,1738,457,01-02-2017,1.2,62765.0,5283.0,1617.0,155.2,0.0,0.0,155.2,155.2
MADHYA PRADESH,BARWANI,17,1742,441,01-04-2015,3.0,100513.0,8529.0,7996.0,846.3,4737.0,3261.6,4107.9,8844.9
MADHYA PRADESH,BETUL,17,1731,447,01-02-2017,1.2,40188.0,3105.0,1424.0,99.0,0.0,0.0,99.0,99.0
MADHYA PRADESH,BHIND,17,1702,420,01-11-2017,0.5,10066.0,897.0,132.0,11.2,0.0,0.0,11.2,11.2
MADHYA PRADESH,BHOPAL,17,1728,444,01-11-2017,0.5,9908.0,842.0,314.0,23.0,129.0,103.2,126.2,255.2
MADHYA PRADESH,BURHANPUR,17,1747,467,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MADHYA PRADESH,CHHATARPUR,17,1708,425,01-10-2015,2.5,66355.0,5561.0,3665.0,93.5,298.0,166.1,259.6,557.6
MADHYA PRADESH,CHHINDWARA,17,1736,455,01-11-2017,0.5,22843.0,2045.0,183.0,5.8,0.0,0.0,5.8,5.8
MADHYA PRADESH,DAMOH,17,1711,428,01-10-2015,2.5,67649.0,5642.0,3762.0,221.4,618.0,381.4,602.8,1220.8
MADHYA PRADESH,DATIA,17,1704,422,01-02-2017,1.2,12967.0,1062.0,404.0,41.5,83.0,61.2,102.7,185.7
MADHYA PRADESH,DEWAS,17,1720,437,01-10-2015,2.5,22392.0,1981.0,702.0,36.1,81.0,40.5,76.6,157.6
MADHYA PRADESH,DHAR,17,1722,438,01-04-2015,3.0,160461.0,14200.0,12591.0,1380.2,6916.0,4964.0,6344.2,13260.2
MADHYA PRADESH,DINDORI,17,1745,453,01-04-2015,3.0,61149.0,5532.0,5137.0,574.6,2242.0,1366.4,1941.0,4183.0
MADHYA PRADESH,GUNA,17,1706,458,01-10-2015,2.5,102138.0,8334.0,5658.0,390.3,993.0,536.0,926.3,1919.3
MADHYA PRADESH,GWALIOR,17,1703,421,01-09-2017,0.6,7335.0,645.0,149.0,0.0,0.0,0.0,0.0,0.0
MADHYA PRADESH,HARDA,17,1743,448,01-02-2017,1.2,14091.0,1287.0,607.0,29.0,18.0,8.7,37.7,55.7
MADHYA PRADESH,HOSHANGABAD,17,1732,449,01-02-2017,1.2,30476.0,2710.0,1535.0,82.9,101.0,62.1,145.0,246.0
MADHYA PRADESH,INDORE,17,1723,439,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MADHYA PRADESH,JABALPUR,17,1733,451,01-11-2017,0.5,15740.0,1436.0,430.0,22.2,0.0,0.0,22.2,22.2
MADHYA PRADESH,JHABUA,17,1721,464,05-05-2012,5.9,103500.0,9371.0,8259.0,920.9,4896.0,2752.2,3673.1,8569.1
MADHYA PRADESH,KATNI,17,1744,450,01-11-2017,0.5,14803.0,1302.0,172.0,6.5,0.0,0.0,6.5,6.5
MADHYA PRADESH,KHANDWA,17,1725,466,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MADHYA PRADESH,KHARGONE,17,1724,440,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MADHYA PRADESH,MANDLA,17,1735,454,01-04-2015,3.0,113190.0,9325.0,7010.0,796.4,2858.0,2156.6,2953.0,5811.0
MADHYA PRADESH,MANDSAUR,17,1716,433,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MADHYA PRADESH,MORENA,17,1701,419,01-11-2017,0.5,13443.0,1209.0,108.0,0.2,0.0,0.0,0.2,0.2
MADHYA PRADESH,NARSINGHPUR,17,1734,452,01-10-2015,2.5,65719.0,5325.0,3787.0,238.3,761.0,394.5,632.8,1393.8
MADHYA PRADESH,NEEMUCH,17,1741,432,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MADHYA PRADESH,PANNA,17,1709,426,01-10-2015,2.5,54723.0,4770.0,3656.0,90.1,240.0,159.8,249.9,489.9
MADHYA PRADESH,RAISEN,17,1730,446,01-10-2015,2.5,74590.0,6314.0,3102.0,267.8,567.0,310.2,578.0,1145.0
MADHYA PRADESH,RAJGARH,17,1726,442,01-10-2015,2.5,114690.0,9321.0,6307.0,268.7,878.0,535.9,804.6,1682.6
MADHYA PRADESH,RATLAM,17,1717,434,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MADHYA PRADESH,REWA,17,1713,430,01-10-2015,2.5,138056.0,10971.0,6603.0,214.1,423.0,284.9,499.0,922.0
MADHYA PRADESH,SAGAR,17,1710,427,01-10-2015,2.5,122271.0,9848.0,6380.0,465.8,1593.0,866.2,1332.0,2925.0
MADHYA PRADESH,SATNA,17,1712,429,01-11-2017,0.5,14212.0,1275.0,200.0,12.5,0.0,0.0,12.5,12.5
MADHYA PRADESH,SEHORE,17,1729,445,01-10-2015,2.5,24227.0,2109.0,771.0,34.0,61.0,44.0,78.0,139.0
MADHYA PRADESH,SEONI,17,1737,456,01-11-2017,0.5,15017.0,841.0,349.0,34.4,0.0,0.0,34.4,34.4
MADHYA PRADESH,SHAHDOL,17,1714,460,04-05-2012,6.0,124866.0,10637.0,9415.0,955.7,5039.0,2376.9,3332.6,8371.6
MADHYA PRADESH,SHAJAPUR,17,1719,436,01-10-2015,2.5,21716.0,1783.0,891.0,66.3,166.0,84.0,150.3,316.3
MADHYA PRADESH,SHEOPUR,17,1739,418,08-05-2012,5.9,56860.0,5007.0,3783.0,452.7,2532.0,1574.8,2027.5,4559.5
MADHYA PRADESH,SHIVPURI,17,1705,423,01-10-2015,2.5,99180.0,8250.0,5210.0,379.0,814.0,630.1,1009.1,1823.1
MADHYA PRADESH,SIDHI,17,1715,462,01-10-2015,2.5,64652.0,5295.0,2440.0,234.5,583.0,402.4,636.9,1219.9
MADHYA PRADESH,SINGROLI,17,1750,463,01-10-2015,2.5,37845.0,2937.0,1192.0,104.0,352.0,216.7,320.7,672.7
MADHYA PRADESH,TIKAMGARH,17,1707,424,13-10-2009,8.5,55803.0,3912.0,3915.0,52.8,252.0,195.3,248.1,500.1
MADHYA PRADESH,UJJAIN,17,1718,435,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MADHYA PRADESH,UMARIA,17,1740,431,01-10-2015,2.5,14318.0,1152.0,516.0,45.8,110.0,44.0,89.8,199.8
MADHYA PRADESH,VIDISHA,17,1727,443,01-10-2015,2.5,86106.0,6401.0,2321.0,178.6,414.0,260.8,439.4,853.4
MAHARASHTRA,AHMEDNAGAR,18,1809,522,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAHARASHTRA,AKOLA,18,1823,501,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAHARASHTRA,AMRAVATI,18,1824,503,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAHARASHTRA,AURANGABAD,18,1815,515,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAHARASHTRA,BEED,18,1818,523,01-02-2016,2.2,77268.0,6657.0,3375.0,411.1,637.0,380.9,792.0,1429.0
MAHARASHTRA,BHANDARA,18,1828,506,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAHARASHTRA,BULDHANA,18,1822,500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAHARASHTRA,CHANDRAPUR,18,1829,509,01-02-2016,2.2,90306.0,8282.0,4557.0,414.9,583.0,347.1,762.0,1345.0
MAHARASHTRA,DHULE,18,1807,498,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAHARASHTRA,GADCHIROLI,18,1830,508,01-01-2014,4.3,80246.0,7286.0,5340.0,607.4,1826.0,942.0,1549.4,3375.4
MAHARASHTRA,GONDIA,18,1833,507,01-01-2014,4.3,143385.0,12152.0,6223.0,582.2,1258.0,691.8,1274.0,2532.0
MAHARASHTRA,HINGOLI,18,1834,512,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAHARASHTRA,JALGAON,18,1808,499,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAHARASHTRA,JALNA,18,1816,514,01-01-2014,4.3,120432.0,10329.0,6786.0,893.2,1977.0,1184.3,2077.5,4054.5
MAHARASHTRA,KOLHAPUR,18,1814,530,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAHARASHTRA,LATUR,18,1821,524,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAHARASHTRA,NAGPUR,18,1827,505,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAHARASHTRA,NANDED,18,1819,511,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAHARASHTRA,NANDURBAR,18,1831,497,01-01-2014,4.3,87501.0,8461.0,5245.0,654.1,1314.0,692.4,1346.5,2660.5
MAHARASHTRA,NASHIK,18,1806,516,01-04-2017,1.0,3317.0,321.0,23.0,0.0,0.0,0.0,0.0,0.0
MAHARASHTRA,OSMANABAD,18,1820,525,01-01-2014,4.3,95039.0,8445.0,6025.0,706.8,406.0,231.0,937.8,1343.8
MAHARASHTRA,PARBHANI,18,1817,513,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAHARASHTRA,PUNE,18,1810,521,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAHARASHTRA,RAIGAD,18,1803,520,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAHARASHTRA,RATNAGIRI,18,1804,528,01-01-2014,4.3,83175.0,7587.0,4300.0,607.4,971.0,582.1,1189.5,2160.5
MAHARASHTRA,SANGLI,18,1812,531,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAHARASHTRA,SATARA,18,1811,527,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAHARASHTRA,SINDHUDURG,18,1805,529,01-02-2016,2.2,63044.0,5461.0,2390.0,257.3,61.0,36.5,293.8,354.8
MAHARASHTRA,SOLAPUR,18,1813,526,01-01-2014,4.3,143813.0,11934.0,8765.0,895.9,2431.0,1247.3,2143.2,4574.2
MAHARASHTRA,THANE,18,1802,517,01-04-2017,1.0,78826.0,6447.0,5015.0,282.6,908.0,489.9,772.5,1680.5
MAHARASHTRA,WARDHA,18,1826,504,01-02-2016,2.2,109302.0,9488.0,6160.0,851.1,2547.0,1381.5,2232.6,4779.6
MAHARASHTRA,WASHIM,18,1832,502,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAHARASHTRA,YAVATMAL,18,1825,510,01-01-2014,4.3,164663.0,13609.0,7091.0,790.9,1842.0,1100.3,1891.2,3733.2
MANIPUR,BISHNUPUR,20,2006,275,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MANIPUR,CHANDEL,20,2004,280,16-01-2016,2.2,3625.0,323.0,239.0,21.8,0.0,0.0,21.8,21.8
MANIPUR,CHURACHANDPUR,20,2003,274,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MANIPUR,IMPHAL EAST,20,2009,278,16-02-2016,2.2,11304.0,922.0,528.0,55.2,6.0,6.6,61.8,67.8
MANIPUR,IMPHAL WEST,20,2007,277,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MANIPUR,SENAPATI,20,2001,272,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MANIPUR,TAMENGLONG,20,2002,273,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MANIPUR,THOUBAL,20,2005,276,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MANIPUR,UKHRUL,20,2008,279,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,EAST GARO HILLS,21,2104,294,01-12-2017,0.4,826.0,82.0,1.0,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,EAST KHASI HILLS,21,2102,298,01-12-2017,0.4,3277.0,305.0,148.0,8.9,4.0,4.1,13.0,17.0
MEGHALAYA,RI BHOI,21,2107,297,05-12-2017,0.4,3936.0,369.0,186.0,12.0,19.0,13.9,25.9,44.9
MEGHALAYA,SOUTH GARO HILLS,21,2106,295,01-12-2017,0.4,1202.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0
MEGHALAYA,WEST GARO HILLS,21,2105,293,13-11-2014,3.4,11048.0,1064.0,482.0,50.5,44.0,38.6,89.1,133.1
MEGHALAYA,WEST JAINTIA HILLS,21,2108,299,05-12-2017,0.4,5170.0,466.0,270.0,14.7,38.0,41.8,56.5,94.5
MEGHALAYA,WEST KHASI HILLS,21,2103,296,01-12-2017,0.4,5642.0,571.0,368.0,45.3,105.0,77.6,122.9,227.9
MIZORAM,AIZAWL,22,2201,283,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIZORAM,CHAMPHAI,22,2206,284,15-09-2016,1.6,6757.0,597.0,308.0,39.9,179.0,173.0,212.9,391.9
MIZORAM,KOLASIB,22,2205,282,01-08-2013,4.7,5679.0,577.0,559.0,69.1,325.0,208.9,278.0,603.0
MIZORAM,LAWNGTLAI,22,2208,287,15-09-2016,1.6,4771.0,474.0,163.0,19.4,56.0,61.6,81.0,137.0
MIZORAM,LUNGLEI,22,2202,286,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIZORAM,MAMIT,22,2204,281,14-09-2016,1.6,6438.0,627.0,377.0,42.0,164.0,161.1,203.1,367.1
MIZORAM,SAIHA,22,2203,288,15-09-2016,1.6,4165.0,418.0,219.0,23.7,90.0,98.0,121.7,211.7
MIZORAM,SERCHHIP,22,2207,285,01-08-2013,4.7,5355.0,622.0,771.0,83.0,344.0,233.6,316.6,660.6
NAGALAND,DIMAPUR,23,2308,265,01-04-2016,2.0,7684.0,766.0,527.0,73.7,0.0,0.0,73.7,73.7
NAGALAND,KIPHIRE,23,2309,269,01-04-2016,2.0,3990.0,368.0,240.0,19.5,58.0,16.2,35.7,93.7
NAGALAND,KOHIMA,23,2301,270,01-04-2016,2.0,4908.0,500.0,416.0,46.0,98.0,30.3,76.3,174.3
NAGALAND,LONGLENG,23,2310,268,01-04-2016,2.0,3225.0,282.0,276.0,36.5,62.0,31.0,67.5,129.5
NAGALAND,MOKOKCHUNG,23,2305,262,01-04-2016,2.0,3552.0,427.0,353.0,26.6,100.0,53.5,80.1,180.1
NAGALAND,MON,23,2307,261,01-04-2016,2.0,5484.0,539.0,396.0,54.0,180.0,54.0,108.0,288.0
NAGALAND,PAREN,23,2311,271,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAGALAND,PHEK,23,2302,266,01-04-2016,2.0,4181.0,450.0,329.0,25.5,0.0,0.0,25.5,25.5
NAGALAND,TUENSANG,23,2306,267,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAGALAND,WOKHA,23,2304,264,01-04-2016,2.0,4519.0,486.0,293.0,29.2,0.0,0.0,29.2,29.2
NAGALAND,ZUNHEBOTO,23,2303,263,01-04-2016,2.0,4170.0,451.0,330.0,27.1,20.0,8.3,35.4,55.4
ODISHA,ANGUL,24,2421,384,01-09-2009,8.6,128484.0,11085.0,6221.0,459.6,7785.0,3829.4,4289.0,12074.0
ODISHA,BALESHWAR,24,2405,377,01-09-2009,8.6,140463.0,12956.0,9815.0,689.9,7655.0,4719.5,5409.4,13064.4
ODISHA,BARGARH,24,2414,370,01-02-2018,0.2,33456.0,2793.0,987.0,108.6,113.0,57.9,166.5,279.5
ODISHA,BHADRAK,24,2417,378,01-04-2017,1.0,132802.0,10862.0,10352.0,1198.4,8161.0,3725.6,4924.0,13085.0
ODISHA,BOLANGIR,24,2409,393,01-01-2015,3.3,58472.0,5413.0,1808.0,130.9,620.0,309.5,440.4,1060.4
ODISHA,BOUDH,24,2426,391,03-07-2016,1.8,38683.0,3515.0,815.0,79.7,98.0,35.1,114.8,212.8
ODISHA,CUTTACK,24,2406,381,01-09-2009,8.6,88249.0,7525.0,4111.0,429.7,3487.0,1788.0,2217.7,5704.7
ODISHA,DEOGARH,24,2416,373,01-11-2013,4.5,58457.0,4599.0,3300.0,380.7,2126.0,1073.9,1454.6,3580.6
ODISHA,DHENKANAL,24,2407,383,03-07-2016,1.8,41988.0,3813.0,1336.0,42.2,198.0,102.0,144.2,342.2
ODISHA,GAJAPATI,24,2424,389,01-11-2013,4.5,69651.0,5031.0,2400.0,272.9,1364.0,689.1,962.0,2326.0
ODISHA,GANJAM,24,2412,388,01-01-2015,3.3,126178.0,11634.0,7028.0,523.7,3817.0,1988.3,2512.0,6329.0
ODISHA,JAGATSINGHAPUR,24,2419,380,01-09-2009,8.6,117314.0,9246.0,6943.0,559.0,8000.0,4526.0,5085.0,13085.0
ODISHA,JAJPUR,24,2420,382,01-09-2009,8.6,116099.0,10033.0,8966.0,1082.0,6766.0,3860.6,4942.6,11708.6
ODISHA,JHARSUGUDA,24,2415,371,03-07-2016,1.8,20974.0,2002.0,712.0,72.8,115.0,57.5,130.3,245.3
ODISHA,KALAHANDI,24,2410,395,01-01-2015,3.3,53272.0,4483.0,1246.0,83.6,411.0,210.7,294.3,705.3
ODISHA,KANDHAMAL,24,2408,390,01-04-2017,1.0,59463.0,5145.0,3272.0,291.1,1970.0,1038.7,1329.8,3299.8
ODISHA,KENDRAPARA,24,2418,379,01-09-2009,8.6,97295.0,8318.0,7592.0,781.7,6016.0,2965.8,3747.5,9763.5
ODISHA,KENDUJHAR,24,2403,375,03-07-2016,1.8,53004.0,4740.0,2261.0,249.2,94.0,46.8,296.0,390.0
ODISHA,KHORDHA,24,2423,386,01-09-2009,8.6,108140.0,9503.0,6780.0,620.1,6352.0,2699.3,3319.4,9671.4
ODISHA,KORAPUT,24,2411,398,01-04-2016,2.0,74058.0,6837.0,3642.0,431.8,1893.0,971.2,1403.0,3296.0
ODISHA,MALKANGIRI,24,2431,399,01-02-2018,0.2,36394.0,3360.0,2188.0,191.3,845.0,450.1,641.4,1486.4
ODISHA,MAYURBHANJ,24,2404,376,01-04-2016,2.0,97199.0,9337.0,5725.0,446.4,2980.0,1577.5,2023.9,5003.9
ODISHA,NABARANGAPUR,24,2430,397,01-04-2016,2.0,31921.0,2904.0,644.0,40.1,175.0,87.5,127.6,302.6
ODISHA,NAYAGARH,24,2422,385,01-09-2009,8.6,95298.0,8320.0,7086.0,703.0,7181.0,4181.3,4884.3,12065.3
ODISHA,NUAPADA,24,2428,394,01-01-2015,3.3,46891.0,3994.0,1093.0,75.0,215.0,120.6,195.6,410.6
ODISHA,PURI,24,2413,387,01-09-2009,8.6,131821.0,10579.0,7276.0,670.2,6210.0,2353.0,3023.2,9233.2
ODISHA,RAYAGADA,24,2429,396,01-11-2013,4.5,59200.0,4995.0,3522.0,349.9,943.0,477.9,827.8,1770.8
ODISHA,SAMBALPUR,24,2401,372,01-11-2013,4.5,66370.0,5898.0,4453.0,324.1,2757.0,1435.6,1759.7,4516.7
ODISHA,SONEPUR,24,2427,392,01-01-2015,3.3,32762.0,3167.0,1500.0,117.8,298.0,142.4,260.2,558.2
ODISHA,SUNDARGARH,24,2402,374,01-04-2016,2.0,87851.0,8244.0,4464.0,394.2,2446.0,1235.7,1629.9,4075.9
PONDICHERRY,KARAIKAL,25,2502,637,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PONDICHERRY,PONDICHERRY,25,2501,635,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNJAB,AMRITSAR,26,2602,49,18-08-2016,1.7,929.0,79.0,28.0,1.5,0.0,0.0,1.5,1.5
PUNJAB,BARNALA,26,2621,54,01-08-2016,1.7,921.0,86.0,17.0,0.9,0.0,0.0,0.9,0.9
PUNJAB,BATHINDA,26,2611,46,01-04-2015,3.0,4019.0,354.0,229.0,20.4,0.0,0.0,20.4,20.4
PUNJAB,FARIDKOT,26,2612,45,18-08-2016,1.7,466.0,46.0,2.0,0.0,0.0,0.0,0.0,0.0
PUNJAB,FATEHGARH SAHIB,26,2618,40,18-08-2016,1.7,903.0,82.0,34.0,2.5,0.0,0.0,2.5,2.5
PUNJAB,FIROZEPUR,26,2603,43,18-08-2016,1.7,8905.0,826.0,565.0,63.3,88.0,66.0,129.3,217.3
PUNJAB,GURDASPUR,26,2601,35,01-07-2017,0.8,11521.0,966.0,773.0,69.1,168.0,99.4,168.5,336.5
PUNJAB,HOSHIARPUR,26,2607,38,04-01-2017,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNJAB,JALANDHAR,26,2605,37,04-01-2017,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNJAB,KAPURTHALA,26,2606,36,04-01-2017,1.3,372.0,36.0,24.0,0.0,0.0,0.0,0.0,0.0
PUNJAB,LUDHIANA,26,2604,41,18-08-2016,1.7,522.0,49.0,7.0,0.5,0.0,0.0,0.5,0.5
PUNJAB,MANSA,26,2617,47,18-08-2016,1.7,208.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNJAB,MOGA,26,2615,42,04-01-2017,1.3,664.0,52.0,23.0,0.0,0.0,0.0,0.0,0.0
PUNJAB,MUKTSAR,26,2616,44,01-04-2015,3.0,3853.0,422.0,220.0,20.0,46.0,19.8,39.8,85.8
PUNJAB,NAWANSHAHR,26,2614,39,04-01-2017,1.3,238.0,23.0,11.0,0.0,0.0,0.0,0.0,0.0
PUNJAB,PATIALA,26,2609,48,22-08-2011,6.7,15396.0,1345.0,1099.0,107.0,324.0,157.8,264.8,588.8
PUNJAB,RUPNAGAR,26,2608,51,04-01-2017,1.3,308.0,26.0,12.0,0.0,0.0,0.0,0.0,0.0
PUNJAB,SANGRUR,26,2610,53,01-06-2017,0.9,13116.0,1066.0,859.0,80.2,379.0,220.1,300.3,679.3
PUNJAB,SAS NAGAR,26,2619,52,18-08-2016,1.7,379.0,36.0,10.0,0.0,0.0,0.0,0.0,0.0
PUNJAB,TARAN TARAN,26,2620,50,20-08-2017,0.7,8897.0,774.0,496.0,51.9,171.0,119.3,171.2,342.2
RAJASTHAN,AJMER,27,2721,119,01-04-2016,2.0,22740.0,2025.0,1910.0,253.3,1215.0,1271.1,1524.4,2739.4
RAJASTHAN,ALWAR,27,2706,104,01-01-2014,4.3,27819.0,2302.0,1752.0,245.4,1370.0,1507.0,1752.4,3122.4
RAJASTHAN,BANSWARA,27,2728,125,01-01-2018,0.3,75487.0,6316.0,5152.0,649.4,2601.0,2855.6,3505.0,6106.0
RAJASTHAN,BARAN,27,2731,128,01-02-2016,2.2,52350.0,4494.0,3841.0,554.5,2485.0,2733.5,3288.0,5773.0
RAJASTHAN,BARMER,27,2717,115,01-01-2018,0.3,23456.0,2153.0,1651.0,218.5,893.0,769.1,987.6,1880.6
RAJASTHAN,BHARATPUR,27,2707,105,01-06-2015,2.9,10776.0,932.0,743.0,106.2,406.0,446.6,552.8,958.8
RAJASTHAN,BHILWARA,27,2724,122,01-02-2016,2.2,63246.0,5225.0,4296.0,603.1,2703.0,2973.3,3576.4,6279.4
RAJASTHAN,BIKANER,27,2703,101,01-01-2013,5.3,25457.0,2264.0,1791.0,254.7,1000.0,1092.9,1347.6,2347.6
RAJASTHAN,BUNDI,27,2723,121,01-02-2016,2.2,42918.0,3541.0,2991.0,439.4,2023.0,2225.3,2664.7,4687.7
RAJASTHAN,CHITTORGARH,27,2729,126,01-09-2017,0.6,33830.0,2762.0,2439.0,360.3,1926.0,2049.0,2409.3,4335.3
RAJASTHAN,CHURU,27,2704,102,01-06-2015,2.9,37520.0,3406.0,2945.0,421.1,2075.0,2277.0,2698.1,4773.1
RAJASTHAN,DAUSA,27,2711,109,01-01-2012,6.3,32137.0,2631.0,2458.0,312.3,1520.0,1672.0,1984.3,3504.3
RAJASTHAN,DHOLPUR,27,2708,106,01-04-2017,1.0,47362.0,3996.0,3321.0,438.3,1742.0,1874.9,2313.2,4055.2
RAJASTHAN,DUNGARPUR,27,2727,124,01-02-2016,2.2,94398.0,7381.0,6664.0,878.4,4715.0,5179.5,6057.9,10772.9
RAJASTHAN,HANUMANGARH,27,2702,100,01-01-2018,0.3,1578.0,125.0,56.0,4.5,0.0,0.0,4.5,4.5
RAJASTHAN,JAIPUR,27,2712,110,01-10-2015,2.5,2482.0,209.0,189.0,25.2,105.0,115.5,140.7,245.7
RAJASTHAN,JAISALMER,27,2716,114,01-04-2010,8.0,8800.0,796.0,756.0,112.8,50.0,55.0,167.8,217.8
RAJASTHAN,JALORE,27,2718,116,01-04-2010,8.0,10454.0,976.0,897.0,133.8,53.0,34.4,168.2,221.2
RAJASTHAN,JHALAWAR,27,2732,129,01-02-2016,2.2,59659.0,5053.0,4012.0,536.7,2290.0,2499.3,3036.0,5326.0
RAJASTHAN,JHUNJHUNU,27,2705,103,01-06-2015,2.9,4025.0,362.0,405.0,53.0,254.0,278.6,331.6,585.6
